date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:15:30	34698/34698	---M--	200	added ('OK')	image/jpeg	etag:CIOt77ip5IcDEAE=	https://images.squarespace-cdn.com/content/v1/5d001d104818a50001b97de8/1723083283444-NMNI3KZO2OO5IR2UGNFM/210+Piedmont+Rd+N+Piedmont+OK+-+Commercial+Building+Inspection+-+Loopnet.jpg?format=500w	C:/Temp/Projects/CMAInspectionWebsite/Focus%20Website/images.squarespace-cdn.com/content/v1/5d001d104818a50001b97de8/1723083283444-NMNI3KZO2OO5IR2UGNFM/210+Piedmont+Rd+N+Piedmont+OK+-+Commercial+Building+Inspection+-+Loopnet.5263794.delay	(from https://www.focusbuildinginspections.com/portfolio/210-piedmont-rd-n-piedmont-ok?format=amp)
15:15:30	230184/230184	---M--	200	added ('OK')	image/png	etag:CM/9+Yyt5IcDEAE=	https://images.squarespace-cdn.com/content/v1/5d001d104818a50001b97de8/1723084264999-4CRJW7EYRJR2FVSTIDXE/4031+N+Union+Ave+Shawnee+OK+-+Commercial+Building+Inspection+-+Google+Maps+Image.png?format=500w	C:/Temp/Projects/CMAInspectionWebsite/Focus%20Website/images.squarespace-cdn.com/content/v1/5d001d104818a50001b97de8/1723084264999-4CRJW7EYRJR2FVSTIDXE/4031+N+Union+Ave+Shawnee+OK+-+Commercial+Building+Inspection+-+Google+Maps+Image.52437	(from https://www.focusbuildinginspections.com/portfolio/4031-n-union-ave-shawnee-ok?format=amp)
15:15:31	229414/229414	---M--	200	added ('OK')	image/jpeg	etag:CIH/8bip5IcDEAE=	https://images.squarespace-cdn.com/content/5d001d104818a50001b97de8/1723083283444-NMNI3KZO2OO5IR2UGNFM/210+Piedmont+Rd+N+Piedmont+OK+-+Commercial+Building+Inspection+-+Loopnet.jpg?content-type=image%2Fjpeg	C:/Temp/Projects/CMAInspectionWebsite/Focus%20Website/static1.squarespace.com/static/5d001d104818a50001b97de8/t/66b42acba816c86c6d25dfa4/1723083467185/210+Piedmont+Rd+N+Piedmont+OK+-+Commercial+Building+Inspection+-+Loopnet.2bf26f7.delaye	(from https://www.focusbuildinginspections.com/portfolio/210-piedmont-rd-n-piedmont-ok)
15:15:31	211197/211197	---M--	200	added ('OK')	image/png	etag:CI7Wh6Kn5IcDEAE=	https://images.squarespace-cdn.com/content/v1/5d001d104818a50001b97de8/1723082698464-142QAH4N5MJSCO64A02B/3500+State+St+Bartlesville+OK+-+Commercial+Building+Inspection+-+Google+Maps+Image.png?format=500w	C:/Temp/Projects/CMAInspectionWebsite/Focus%20Website/images.squarespace-cdn.com/content/v1/5d001d104818a50001b97de8/1723082698464-142QAH4N5MJSCO64A02B/3500+State+St+Bartlesville+OK+-+Commercial+Building+Inspection+-+Google+Maps+Image.528	(from https://www.focusbuildinginspections.com/portfolio/3500-state-st-bartlesville-ok?format=amp)
15:15:31	611604/611604	---M--	200	added ('OK')	image/png	etag:CM26/Yyt5IcDEAE=	https://images.squarespace-cdn.com/content/5d001d104818a50001b97de8/1723084264999-4CRJW7EYRJR2FVSTIDXE/4031+N+Union+Ave+Shawnee+OK+-+Commercial+Building+Inspection+-+Google+Maps+Image.png?content-type=image%2Fpng	C:/Temp/Projects/CMAInspectionWebsite/Focus%20Website/static1.squarespace.com/static/5d001d104818a50001b97de8/t/66b42ec4e107c728b910b824/1723084484268/4031+N+Union+Ave+Shawnee+OK+-+Commercial+Building+Inspection+-+Google+Maps+Image.2bb26f	(from https://www.focusbuildinginspections.com/portfolio/4031-n-union-ave-shawnee-ok)
15:15:31	668585/668585	---M--	200	added ('OK')	image/png	etag:COrdiqKn5IcDEAE=	https://images.squarespace-cdn.com/content/5d001d104818a50001b97de8/1723082698464-142QAH4N5MJSCO64A02B/3500+State+St+Bartlesville+OK+-+Commercial+Building+Inspection+-+Google+Maps+Image.png?content-type=image%2Fpng	C:/Temp/Projects/CMAInspectionWebsite/Focus%20Website/static1.squarespace.com/static/5d001d104818a50001b97de8/t/66b4288fcbdaa35ce9ff12c3/1723082895538/3500+State+St+Bartlesville+OK+-+Commercial+Building+Inspection+-+Google+Maps+Image.2c32	(from https://www.focusbuildinginspections.com/portfolio/3500-state-st-bartlesville-ok)
15:15:32	135990/135990	---MCZ	200	added ('OK')	text/html	etag:W/%22c395600b27c659bf525d4533d7aa1fdd--gzip%22	https://www.focusbuildinginspections.com/portfolio?offset=1637725320014&reversePaginate=true&tag=Oklahoma	C:/Temp/Projects/CMAInspectionWebsite/Focus%20Website/www.focusbuildinginspections.com/portfolio5e7c.html	(from https://www.focusbuildinginspections.com/portfolio?offset=1638414960276&tag=Oklahoma)
15:15:32	31784/31784	---M--	200	added ('OK')	image/jpeg	etag:CKu198aKxYcDEAE=	https://images.squarespace-cdn.com/content/v1/5d001d104818a50001b97de8/1722009836272-KSO93HI6PXUSGVUPD9LY/1100+E+Hillside+Dr+Broken+Arrow+OK+-+Commercial+Building+Inspection+-+Loopnet.jpg?format=500w	C:/Temp/Projects/CMAInspectionWebsite/Focus%20Website/images.squarespace-cdn.com/content/v1/5d001d104818a50001b97de8/1722009836272-KSO93HI6PXUSGVUPD9LY/1100+E+Hillside+Dr+Broken+Arrow+OK+-+Commercial+Building+Inspection+-+Loopnet.52c3794	(from https://www.focusbuildinginspections.com/portfolio/1100-e-hillside-dr-broken-arrow-ok?format=amp)
15:15:33	136054/136054	---MCZ	200	added ('OK')	text/html	etag:W/%22be87d2dd68a67122e3e647b46a9465a0--gzip%22	https://www.focusbuildinginspections.com/portfolio?offset=1628306040377&tag=Oklahoma	C:/Temp/Projects/CMAInspectionWebsite/Focus%20Website/www.focusbuildinginspections.com/portfolio307b.html	(from https://www.focusbuildinginspections.com/portfolio?offset=1638414960276&tag=Oklahoma)
15:15:35	20713/20713	---M-Z	200	added ('OK')	text/html	etag:W/%22e7b9af0e3d7bfe1582f4ba298872c237--gzip%22	https://www.focusbuildinginspections.com/portfolio/118-w-commercial-st-broken-arrow-ok?format=amp	C:/Temp/Projects/CMAInspectionWebsite/Focus%20Website/www.focusbuildinginspections.com/portfolio/118-w-commercial-st-broken-arrow-ok22c8.html	(from https://www.focusbuildinginspections.com/portfolio/118-w-commercial-st-broken-arrow-ok)
15:15:35	0/0	---M--	301	error ('Moved%20Permanently')	image/jpeg	date:Mon,%2019%20Aug%202024%2019:15:33%20GMT	http://static1.squarespace.com/static/5d001d104818a50001b97de8/t/6647414d58df7d10d4017442/1715945805316/118+W+Commercial+St+Broken+Arrow%2C+OK+-+Loopnet.jpeg?format=1500w	C:/Temp/Projects/CMAInspectionWebsite/Focus%20Website/static1.squarespace.com/static/5d001d104818a50001b97de8/t/6647414d58df7d10d4017442/1715945805316/118+W+Commercial+St+Broken+Arrow,+OK+-+Loopnet.52f26f7.delayed	(from https://www.focusbuildinginspections.com/portfolio/118-w-commercial-st-broken-arrow-ok)
15:15:35	233681/233681	---M--	200	added ('OK')	image/jpeg	etag:CJun98aKxYcDEAE=	https://images.squarespace-cdn.com/content/5d001d104818a50001b97de8/1722009836272-KSO93HI6PXUSGVUPD9LY/1100+E+Hillside+Dr+Broken+Arrow+OK+-+Commercial+Building+Inspection+-+Loopnet.jpg?format=1500w&content-type=image%2Fjpeg	C:/Temp/Projects/CMAInspectionWebsite/Focus%20Website/static1.squarespace.com/static/5d001d104818a50001b97de8/t/66a3cc2e31a2f543feb73303/1722010671067/1100+E+Hillside+Dr+Broken+Arrow+OK+-+Commercial+Building+Inspection+-+Loopnet.2c926f7.d	(from https://www.focusbuildinginspections.com/portfolio/1100-e-hillside-dr-broken-arrow-ok)
15:15:35	305742/305742	---M--	200	added ('OK')	image/jpeg	etag:CLi9l4vMlIYDEAE=	https://images.squarespace-cdn.com/content/5d001d104818a50001b97de8/1715945757338-IOIHCZFIXPTFGSP8HJK3/118+W+Commercial+St+Broken+Arrow%2C+OK+-+Loopnet.jpeg?format=1500w&content-type=image%2Fjpeg	C:/Temp/Projects/CMAInspectionWebsite/Focus%20Website/images.squarespace-cdn.com/content/5d001d104818a50001b97de8/1715945757338-IOIHCZFIXPTFGSP8HJK3/118+W+Commercial+St+Broken+Arrow,+OK+-+Loopnet43a3.jpg	(from https://www.focusbuildinginspections.com/portfolio/118-w-commercial-st-broken-arrow-ok)
15:15:35	719228/719228	---M--	200	added ('OK')	image/png	etag:CPSAs4vMlIYDEAE=	https://images.squarespace-cdn.com/content/v1/5d001d104818a50001b97de8/1715945756601-MU9O9AM725JIYOKPZ1B5/118+W+Commercial+St+Broken+Arrow+-+Google+Maps.png	C:/Temp/Projects/CMAInspectionWebsite/Focus%20Website/images.squarespace-cdn.com/content/v1/5d001d104818a50001b97de8/1715945756601-MU9O9AM725JIYOKPZ1B5/118+W+Commercial+St+Broken+Arrow+-+Google+Maps.png	(from https://www.focusbuildinginspections.com/portfolio/118-w-commercial-st-broken-arrow-ok)
15:15:36	103541/103541	---MCZ	200	added ('OK')	text/html	etag:W/%22b60e0a18ac9f9e40f7345717244c1f86--gzip%22	https://www.focusbuildinginspections.com/portfolio/7925-e-71st-st-tulsa-ok	C:/Temp/Projects/CMAInspectionWebsite/Focus%20Website/www.focusbuildinginspections.com/portfolio/7925-e-71st-st-tulsa-ok.html	(from https://www.focusbuildinginspections.com/portfolio/118-w-commercial-st-broken-arrow-ok)
15:15:37	20618/20618	---M-Z	200	added ('OK')	text/html	etag:W/%22629978bd678b576b9d8c650de0d0b5f9--gzip%22	https://www.focusbuildinginspections.com/portfolio/1000-e-kenosha-st-broken-arrow-ok?format=amp	C:/Temp/Projects/CMAInspectionWebsite/Focus%20Website/www.focusbuildinginspections.com/portfolio/1000-e-kenosha-st-broken-arrow-ok22c8.html	(from https://www.focusbuildinginspections.com/portfolio/1000-e-kenosha-st-broken-arrow-ok)
15:15:37	0/0	---M--	301	error ('Moved%20Permanently')	image/jpeg	date:Mon,%2019%20Aug%202024%2019:15:37%20GMT	http://static1.squarespace.com/static/5d001d104818a50001b97de8/t/66460e8be8b9514338abca8e/1715867275683/1000+E+Kenosha+St+Broken+Arrow%2C+OK+-+Loopnet.jpeg?format=1500w	C:/Temp/Projects/CMAInspectionWebsite/Focus%20Website/static1.squarespace.com/static/5d001d104818a50001b97de8/t/66460e8be8b9514338abca8e/1715867275683/1000+E+Kenosha+St+Broken+Arrow,+OK+-+Loopnet.53426f7.delayed	(from https://www.focusbuildinginspections.com/portfolio/1000-e-kenosha-st-broken-arrow-ok)
15:15:37	237057/237057	---M--	200	added ('OK')	image/jpeg	etag:CL7un+2mkoYDEAE=	https://images.squarespace-cdn.com/content/5d001d104818a50001b97de8/1715867032180-UP4HPWRM20CH55PPE9UH/1000+E+Kenosha+St+Broken+Arrow%2C+OK+-+Loopnet.jpeg?format=1500w&content-type=image%2Fjpeg	C:/Temp/Projects/CMAInspectionWebsite/Focus%20Website/images.squarespace-cdn.com/content/5d001d104818a50001b97de8/1715867032180-UP4HPWRM20CH55PPE9UH/1000+E+Kenosha+St+Broken+Arrow,+OK+-+Loopnet43a3.jpg	(from https://www.focusbuildinginspections.com/portfolio/1000-e-kenosha-st-broken-arrow-ok)
15:15:38	295786/295786	---M--	200	added ('OK')	image/png	etag:CKK7qfS8kYcDEAE=	https://images.squarespace-cdn.com/content/5d001d104818a50001b97de8/1720236650185-5PRPEX22O5F0WRHV3T4M/29180+S+186+Rd+Henryetta+OK+-+Commercial+Building+Inspection+-+Google+Maps+Image.jpg.png?content-type=image%2Fpng	C:/Temp/Projects/CMAInspectionWebsite/Focus%20Website/static1.squarespace.com/static/5d001d104818a50001b97de8/t/6688bba086799b2e4325bd76/1720236960279/29180+S+186+Rd+Henryetta+OK+-+Commercial+Building+Inspection+-+Google+Maps+Image.jpg.2d	(from https://www.focusbuildinginspections.com/portfolio/29180-s-186-rd-henryetta-ok)
15:15:38	20753/20753	---M-Z	200	added ('OK')	text/html	etag:W/%22a37d56d5f61a460d5adff8319df23ab8--gzip%22	https://www.focusbuildinginspections.com/portfolio/5029-n-peoria-ave-tulsa-ok?format=amp	C:/Temp/Projects/CMAInspectionWebsite/Focus%20Website/www.focusbuildinginspections.com/portfolio/5029-n-peoria-ave-tulsa-ok22c8.html	(from https://www.focusbuildinginspections.com/portfolio/5029-n-peoria-ave-tulsa-ok)
15:15:39	0/0	---M--	301	error ('Moved%20Permanently')	image/jpeg	date:Mon,%2019%20Aug%202024%2019:15:39%20GMT	http://static1.squarespace.com/static/5d001d104818a50001b97de8/t/6688c0a639b73f5402362cca/1720238246934/5029+N+Peoria+Ave+Tulsa+OK+-+Commercial+Building+Inspection+-+Loopnet.jpg?format=1500w	C:/Temp/Projects/CMAInspectionWebsite/Focus%20Website/static1.squarespace.com/static/5d001d104818a50001b97de8/t/6688c0a639b73f5402362cca/1720238246934/5029+N+Peoria+Ave+Tulsa+OK+-+Commercial+Building+Inspection+-+Loopnet.53a26f7.delayed	(from https://www.focusbuildinginspections.com/portfolio/5029-n-peoria-ave-tulsa-ok)
15:15:39	230668/230668	---M--	200	added ('OK')	image/png	etag:CKe8qfS8kYcDEAE=	https://images.squarespace-cdn.com/content/v1/5d001d104818a50001b97de8/1720236650185-5PRPEX22O5F0WRHV3T4M/29180+S+186+Rd+Henryetta+OK+-+Commercial+Building+Inspection+-+Google+Maps+Image.jpg.png?format=500w	C:/Temp/Projects/CMAInspectionWebsite/Focus%20Website/images.squarespace-cdn.com/content/v1/5d001d104818a50001b97de8/1720236650185-5PRPEX22O5F0WRHV3T4M/29180+S+186+Rd+Henryetta+OK+-+Commercial+Building+Inspection+-+Google+Maps+Image.jpg.5	(from https://www.focusbuildinginspections.com/portfolio/29180-s-186-rd-henryetta-ok?format=amp)
15:15:39	2813533/2813533	---M--	200	added ('OK')	image/png	etag:CJ6wt+umkoYDEAE=	https://images.squarespace-cdn.com/content/v1/5d001d104818a50001b97de8/1715867032550-CD81T7U4FQOM4PWLVJF7/1000+E+Kenosha+St+Broken+Arrow%2C+OK+-+Google+Maps.png	C:/Temp/Projects/CMAInspectionWebsite/Focus%20Website/images.squarespace-cdn.com/content/v1/5d001d104818a50001b97de8/1715867032550-CD81T7U4FQOM4PWLVJF7/1000+E+Kenosha+St+Broken+Arrow,+OK+-+Google+Maps.png	(from https://www.focusbuildinginspections.com/portfolio/1000-e-kenosha-st-broken-arrow-ok)
15:15:39	255985/255985	---M--	200	added ('OK')	image/jpeg	etag:CMrHj+XBkYcDEAE=	https://images.squarespace-cdn.com/content/5d001d104818a50001b97de8/1720237960092-9PQE6RV80KWOZHEQS1GQ/5029+N+Peoria+Ave+Tulsa+OK+-+Commercial+Building+Inspection+-+Loopnet.jpg?format=1500w&content-type=image%2Fjpeg	C:/Temp/Projects/CMAInspectionWebsite/Focus%20Website/images.squarespace-cdn.com/content/5d001d104818a50001b97de8/1720237960092-9PQE6RV80KWOZHEQS1GQ/5029+N+Peoria+Ave+Tulsa+OK+-+Commercial+Building+Inspection+-+Loopnet43a3.jpg	(from https://www.focusbuildinginspections.com/portfolio/5029-n-peoria-ave-tulsa-ok)
15:15:41	43728/43728	---M--	200	added ('OK')	image/jpeg	etag:CLvfo4e3kYcDEAE=	https://images.squarespace-cdn.com/content/v1/5d001d104818a50001b97de8/1720235079188-NGYRKK3WPLV4T1Z8SN2V/2109+W+I+240+Service+Rd+Oklahoma+City%2C+OK+-+Commercial+Building+Inspection+-+Loopnet.jpg?format=500w	C:/Temp/Projects/CMAInspectionWebsite/Focus%20Website/images.squarespace-cdn.com/content/v1/5d001d104818a50001b97de8/1720235079188-NGYRKK3WPLV4T1Z8SN2V/2109+W+I+240+Service+Rd+Oklahoma+City,+OK+-+Commercial+Building+Inspection+-+Loopnet.5	(from https://www.focusbuildinginspections.com/portfolio/2109-w-i-240-service-rd-oklahoma-city-ok?format=amp)
15:15:41	153143/153143	---M--	200	added ('OK')	image/png	etag:CNDH2OTBkYcDEAE=	https://images.squarespace-cdn.com/content/v1/5d001d104818a50001b97de8/1720237959623-DI6SWKOEVQQOQOO7WSUD/5029+N+Peoria+Ave+Tulsa+OK+-+Commercial+Building+Inspection+-+Google+Maps.jpg.png	C:/Temp/Projects/CMAInspectionWebsite/Focus%20Website/images.squarespace-cdn.com/content/v1/5d001d104818a50001b97de8/1720237959623-DI6SWKOEVQQOQOO7WSUD/5029+N+Peoria+Ave+Tulsa+OK+-+Commercial+Building+Inspection+-+Google+Maps.jpg.53d.dela	(from https://www.focusbuildinginspections.com/portfolio/5029-n-peoria-ave-tulsa-ok)
15:15:41	502211/502211	---M--	200	added ('OK')	image/jpeg	etag:CNzRj+XBkYcDEAE=	https://images.squarespace-cdn.com/content/v1/5d001d104818a50001b97de8/1720237960092-9PQE6RV80KWOZHEQS1GQ/5029+N+Peoria+Ave+Tulsa+OK+-+Commercial+Building+Inspection+-+Loopnet.jpg	C:/Temp/Projects/CMAInspectionWebsite/Focus%20Website/images.squarespace-cdn.com/content/v1/5d001d104818a50001b97de8/1720237960092-9PQE6RV80KWOZHEQS1GQ/5029+N+Peoria+Ave+Tulsa+OK+-+Commercial+Building+Inspection+-+Loopnet.jpg	(from https://www.focusbuildinginspections.com/portfolio/5029-n-peoria-ave-tulsa-ok)
15:15:41	253204/253204	---M--	200	added ('OK')	image/jpeg	etag:CPvnpoe3kYcDEAE=	https://images.squarespace-cdn.com/content/5d001d104818a50001b97de8/1720235079188-NGYRKK3WPLV4T1Z8SN2V/2109+W+I+240+Service+Rd+Oklahoma+City%2C+OK+-+Commercial+Building+Inspection+-+Loopnet.jpg?content-type=image%2Fjpeg	C:/Temp/Projects/CMAInspectionWebsite/Focus%20Website/static1.squarespace.com/static/5d001d104818a50001b97de8/t/6688b59179774436d9335618/1720235409936/2109+W+I+240+Service+Rd+Oklahoma+City,+OK+-+Commercial+Building+Inspection+-+Loopnet.2d	(from https://www.focusbuildinginspections.com/portfolio/2109-w-i-240-service-rd-oklahoma-city-ok)
15:15:41	21074/21074	---M-Z	200	added ('OK')	text/html	etag:W/%22fb196d24b96410cc59d62a77019dc2f8--gzip%22	https://www.focusbuildinginspections.com/portfolio/1600-w-interstate-240-service-rd-oklahoma-city-ok?format=amp	C:/Temp/Projects/CMAInspectionWebsite/Focus%20Website/www.focusbuildinginspections.com/portfolio/1600-w-interstate-240-service-rd-oklahoma-city-ok22c8.html	(from https://www.focusbuildinginspections.com/portfolio/1600-w-interstate-240-service-rd-oklahoma-city-ok)
15:15:42	0/0	---M--	301	error ('Moved%20Permanently')	image/jpeg	date:Mon,%2019%20Aug%202024%2019:15:42%20GMT	http://static1.squarespace.com/static/5d001d104818a50001b97de8/t/6684c29408560c63e99bc326/1719976596075/1600+W+I+240+Service+Rd+Oklahoma+City+OK+-+Commercial+Building+Inspection+-+Loopnet.jpg?format=1500w	C:/Temp/Projects/CMAInspectionWebsite/Focus%20Website/static1.squarespace.com/static/5d001d104818a50001b97de8/t/6684c29408560c63e99bc326/1719976596075/1600+W+I+240+Service+Rd+Oklahoma+City+OK+-+Commercial+Building+Inspection+-+Loopnet.541	(from https://www.focusbuildinginspections.com/portfolio/1600-w-interstate-240-service-rd-oklahoma-city-ok)
15:15:42	20677/20677	---M-Z	200	added ('OK')	text/html	etag:W/%22a6cb9bf531a8c2324bd130e09db0d706--gzip%22	https://www.focusbuildinginspections.com/portfolio/1125-nw-63rd-st-oklahoma-city-ok?format=amp	C:/Temp/Projects/CMAInspectionWebsite/Focus%20Website/www.focusbuildinginspections.com/portfolio/1125-nw-63rd-st-oklahoma-city-ok22c8.html	(from https://www.focusbuildinginspections.com/portfolio/1125-nw-63rd-st-oklahoma-city-ok)
15:15:43	0/0	---M--	301	error ('Moved%20Permanently')	image/jpeg	date:Mon,%2019%20Aug%202024%2019:15:43%20GMT	http://static1.squarespace.com/static/5d001d104818a50001b97de8/t/666881cd7f2ebb6f499e248b/1718125005281/1125+NW+63rd+St+Oklahoma+City%2C+OK+-+Loopnet.jpeg?format=1500w	C:/Temp/Projects/CMAInspectionWebsite/Focus%20Website/static1.squarespace.com/static/5d001d104818a50001b97de8/t/666881cd7f2ebb6f499e248b/1718125005281/1125+NW+63rd+St+Oklahoma+City,+OK+-+Loopnet26f7.jpeg	(from https://www.focusbuildinginspections.com/portfolio/1125-nw-63rd-st-oklahoma-city-ok)
15:15:43	172323/172323	---M--	200	added ('OK')	image/png	etag:CJ+HoIjziYcDEAE=	https://images.squarespace-cdn.com/content/v1/5d001d104818a50001b97de8/1719976309290-90RX5A1DULLTKE74XGV5/1600+W+I+240+Service+Rd+Oklahoma+City+OK+-+Commercial+Building+Inspection+-+Google+Maps.jpg.png	C:/Temp/Projects/CMAInspectionWebsite/Focus%20Website/images.squarespace-cdn.com/content/v1/5d001d104818a50001b97de8/1719976309290-90RX5A1DULLTKE74XGV5/1600+W+I+240+Service+Rd+Oklahoma+City+OK+-+Commercial+Building+Inspection+-+Google+Map	(from https://www.focusbuildinginspections.com/portfolio/1600-w-interstate-240-service-rd-oklahoma-city-ok)
15:15:43	272226/272226	---M--	200	added ('OK')	image/jpeg	etag:CITiqIjziYcDEAE=	https://images.squarespace-cdn.com/content/v1/5d001d104818a50001b97de8/1719976309423-AB5LL9DIILH8WXOBDZX0/1600+W+I+240+Service+Rd+Oklahoma+City+OK+-+Commercial+Building+Inspection+-+Loopnet.jpg	C:/Temp/Projects/CMAInspectionWebsite/Focus%20Website/images.squarespace-cdn.com/content/v1/5d001d104818a50001b97de8/1719976309423-AB5LL9DIILH8WXOBDZX0/1600+W+I+240+Service+Rd+Oklahoma+City+OK+-+Commercial+Building+Inspection+-+Loopnet.54	(from https://www.focusbuildinginspections.com/portfolio/1600-w-interstate-240-service-rd-oklahoma-city-ok)
15:15:43	319236/319236	---M--	200	added ('OK')	image/jpeg	etag:CIPP1t2B1IYDEAE=	https://images.squarespace-cdn.com/content/5d001d104818a50001b97de8/1718124820533-BP8FZB21SSI2JR54INW5/1125+NW+63rd+St+Oklahoma+City%2C+OK+-+Loopnet.jpeg?format=1500w&content-type=image%2Fjpeg	C:/Temp/Projects/CMAInspectionWebsite/Focus%20Website/images.squarespace-cdn.com/content/5d001d104818a50001b97de8/1718124820533-BP8FZB21SSI2JR54INW5/1125+NW+63rd+St+Oklahoma+City,+OK+-+Loopnet43a3.jpg	(from https://www.focusbuildinginspections.com/portfolio/1125-nw-63rd-st-oklahoma-city-ok)
15:15:44	405362/405362	---M--	200	added ('OK')	image/png	etag:CNCjxd6B1IYDEAE=	https://images.squarespace-cdn.com/content/v1/5d001d104818a50001b97de8/1718124820415-ALAHWBQJX29IHLROB91V/1125+NW+63rd+St+Oklahoma%2C+City%2C+OK+-+Google+Maps.png	C:/Temp/Projects/CMAInspectionWebsite/Focus%20Website/images.squarespace-cdn.com/content/v1/5d001d104818a50001b97de8/1718124820415-ALAHWBQJX29IHLROB91V/1125+NW+63rd+St+Oklahoma,+City,+OK+-+Google+Maps.png	(from https://www.focusbuildinginspections.com/portfolio/1125-nw-63rd-st-oklahoma-city-ok)
15:15:45	20715/20715	---M-Z	200	added ('OK')	text/html	etag:W/%2292da5970bd1fae778b1df15c5328de47--gzip%22	https://www.focusbuildinginspections.com/portfolio/800-east-drive-oklahoma-city-ok?format=amp	C:/Temp/Projects/CMAInspectionWebsite/Focus%20Website/www.focusbuildinginspections.com/portfolio/800-east-drive-oklahoma-city-ok22c8.html	(from https://www.focusbuildinginspections.com/portfolio/800-east-drive-oklahoma-city-ok)
15:15:45	0/0	---M--	301	error ('Moved%20Permanently')	image/jpeg	date:Mon,%2019%20Aug%202024%2019:15:45%20GMT	http://static1.squarespace.com/static/5d001d104818a50001b97de8/t/66553909e7346d4b4bd2f09a/1716861193528/800+East+Drive+Oklahoma+City%2C+OK+-+Loopnet.jpeg?format=1500w	C:/Temp/Projects/CMAInspectionWebsite/Focus%20Website/static1.squarespace.com/static/5d001d104818a50001b97de8/t/66553909e7346d4b4bd2f09a/1716861193528/800+East+Drive+Oklahoma+City,+OK+-+Loopnet.54926f7.delayed	(from https://www.focusbuildinginspections.com/portfolio/800-east-drive-oklahoma-city-ok)
15:15:45	265570/265570	---M--	200	added ('OK')	image/jpeg	etag:CP7dja+dr4YDEAE=	https://images.squarespace-cdn.com/content/5d001d104818a50001b97de8/1716860928426-8N9MB60QLEJL3EMKRV7W/800+East+Drive+Oklahoma+City%2C+OK+-+Loopnet.jpeg?content-type=image%2Fjpeg	C:/Temp/Projects/CMAInspectionWebsite/Focus%20Website/images.squarespace-cdn.com/content/5d001d104818a50001b97de8/1716860928426-8N9MB60QLEJL3EMKRV7W/800+East+Drive+Oklahoma+City,+OK+-+Loopnetee8a.jpg	(from https://www.focusbuildinginspections.com/portfolio/800-east-drive-oklahoma-city-ok)
15:15:46	459804/459804	---M--	200	added ('OK')	image/png	etag:CJrijq+dr4YDEAE=	https://images.squarespace-cdn.com/content/v1/5d001d104818a50001b97de8/1716860928377-ATBOQUJL5SHI36BVG8ME/800+East+Drive+Oklahoma+City%2C+OK+-+Google+Maps.png	C:/Temp/Projects/CMAInspectionWebsite/Focus%20Website/images.squarespace-cdn.com/content/v1/5d001d104818a50001b97de8/1716860928377-ATBOQUJL5SHI36BVG8ME/800+East+Drive+Oklahoma+City,+OK+-+Google+Maps.png	(from https://www.focusbuildinginspections.com/portfolio/800-east-drive-oklahoma-city-ok)
15:15:46	20765/20765	---M-Z	200	added ('OK')	text/html	etag:W/%2244bb149b0541ba954c471bdfe7d8f16a--gzip%22	https://www.focusbuildinginspections.com/portfolio/2412-n-robinson-ave-oklahoma-city-ok?format=amp	C:/Temp/Projects/CMAInspectionWebsite/Focus%20Website/www.focusbuildinginspections.com/portfolio/2412-n-robinson-ave-oklahoma-city-ok22c8.html	(from https://www.focusbuildinginspections.com/portfolio/2412-n-robinson-ave-oklahoma-city-ok)
15:15:47	0/0	---M--	301	error ('Moved%20Permanently')	image/png	date:Mon,%2019%20Aug%202024%2019:15:47%20GMT	http://static1.squarespace.com/static/5d001d104818a50001b97de8/t/66553d9901dd2d4202712985/1716862361479/2412+N+Robinson+Ave%2C+Oklahoma+City%2C+OK+-+Google+Maps.png?format=1500w	C:/Temp/Projects/CMAInspectionWebsite/Focus%20Website/static1.squarespace.com/static/5d001d104818a50001b97de8/t/66553d9901dd2d4202712985/1716862361479/2412+N+Robinson+Ave,+Oklahoma+City,+OK+-+Google+Maps26f7.png	(from https://www.focusbuildinginspections.com/portfolio/2412-n-robinson-ave-oklahoma-city-ok)
15:15:48	544838/544838	---M--	200	added ('OK')	image/png	etag:CIK5+o6ir4YDEAE=	https://images.squarespace-cdn.com/content/v1/5d001d104818a50001b97de8/1716862196720-SAVA1AMPEROD551E4AIJ/2412+N+Robinson+Ave%2C+Oklahoma+City%2C+OK+(2)+-+Google+Maps.png	C:/Temp/Projects/CMAInspectionWebsite/Focus%20Website/images.squarespace-cdn.com/content/v1/5d001d104818a50001b97de8/1716862196720-SAVA1AMPEROD551E4AIJ/2412+N+Robinson+Ave,+Oklahoma+City,+OK+(2)+-+Google+Maps.png	(from https://www.focusbuildinginspections.com/portfolio/2412-n-robinson-ave-oklahoma-city-ok)
